date,Agric,Food ,Chems,Rubbr,Txtls,Steel,FabPr,Aero ,Ships,Gold ,Mines,Coal ,Oil  ,Util ,Autos
19911227,0.88,1.29,0.56,0.67,1.26,1.47,0.65,-0.45,3.86,-0.19,-0.38,0.81,0.52,0.07,-1.44
19911230,3.21,2.9,1.94,2.64,5.23,1.24,2.6,2.58,0.45,-0.7,0.83,0.53,0.69,0.73,2.86
19911231,2.37,-0.06,0.74,3.72,0.94,1.8,1.89,1.15,6.24,7.85,1.56,0.67,2.23,0.7,0.83
19920102,-0.52,-0.52,-0.28,-1.99,-0.82,-0.6,-0.63,-1.48,-0.3,-1.56,0.93,-3.96,0.36,-0.49,3.33
19920103,-0.57,0.17,0.19,0,0.94,0.19,0.77,0.57,3.55,-0.19,0.86,0.13,0.45,0.32,3.2
19920106,-1.15,-1.02,-0.7,0.45,-0.12,-0.51,0.47,0.41,-3.11,-1.72,1.16,-0.59,-1.11,-0.48,1.79
19920107,-0.55,-0.93,1.51,-0.93,0.45,-0.43,0.33,0.43,0.64,-0.03,0.85,-0.34,-2.06,-0.64,-1
19920108,-0.46,0.41,0.83,0.43,1.04,0.44,1.85,0.91,-0.43,0.34,0.55,-0.37,-1.64,-0.34,-0.6
19920109,2.33,0.71,0.14,-0.01,0.81,-1.1,3.44,1.08,0.79,8.38,-0.33,-1.18,-0.62,-0.79,0.49
19920110,-1.32,-0.7,-0.19,0.11,-0.07,-0.21,0.6,-0.44,0.2,-2.01,-0.17,0.32,0.41,-0.89,-0.74
19920113,0.71,-0.63,-0.49,-1.63,0.95,-0.72,-0.99,0.5,-0.2,-1.63,-0.42,-0.62,1.29,-0.99,-0.11
19920114,2.04,1.03,0.82,2.65,1.36,1.71,3.96,2.08,2.99,1.2,0.83,2.64,1.85,0.6,2.74
19920115,-1.6,-1,1.5,1.55,1.64,4.48,2.04,2.11,1.54,0.92,2.19,0.05,0.08,-0.75,1.48
19920116,-0.93,-2.03,1.92,-0.41,0.77,5.03,-1.7,0.4,-0.19,5.62,1.88,0.84,-0.15,-1.17,3.89
19920117,0.57,-0.25,0.61,0.44,1.27,-0.11,-1.85,0.47,1.81,-0.63,-0.29,-0.85,1.05,0.01,-0.62
19920120,-1.23,0.11,-1,-0.99,0.45,-0.53,-1.83,-1.66,5.43,3.57,0.34,-0.92,0.21,0.19,-0.71
19920121,-2.95,-0.8,-0.59,-1.65,-1.3,-2.16,-2.67,-1.59,-3.66,-1.82,-0.75,-2.32,1.38,0.19,-2.56
19920122,1.93,1.43,-0.02,1.61,0.45,0.63,1.17,2.07,-0.51,-0.97,-0.67,-0.96,-1.48,1.04,0.36
19920123,2.52,-0.3,-0.71,0.67,0.23,-0.9,-0.45,-1.25,-1.3,-3.21,-0.41,-2.47,-1.63,-0.5,-0.83
19920124,-1,0.21,-0.31,0.34,-0.44,1.08,0.76,0.07,1.47,0,-0.17,0.1,0.66,0.6,1.01
19920127,2.51,0.05,-0.02,0.98,-0.08,0.47,0.63,1.33,4.58,1.82,0.35,2.08,-0.21,-0.08,2.84
19920128,0.14,-0.52,0.16,0.3,0.94,0.54,2.52,-0.17,0.11,0.8,0.08,-2.08,0.09,0.13,0.44
19920129,1.12,-1.51,-1.01,0.36,0.67,-2.62,-0.15,-2.72,-4.5,-1.96,-1.61,-1.02,-1.29,-0.45,-3.13
19920130,-0.58,0.87,-0.33,-0.93,0.38,-0.03,0.49,1.94,-1.22,-1.33,0.56,0,-0.78,-0.06,-0.47
19920131,0.1,-0.53,-0.94,-1.94,0.17,-1.15,-0.86,-0.98,-1.12,3.68,-0.5,1.94,-0.98,-0.1,-0.29
19920203,0.9,0.3,-0.41,0.92,0.62,0.05,0.15,-0.1,0.75,0.45,-0.4,2.64,0.33,-0.38,3.81
19920204,-0.12,0.48,1.63,0.33,1.65,1.05,0.32,-0.29,-0.91,-0.34,0.34,0.57,0.49,-0.08,2.31
19920205,0.73,0.37,-0.1,0.2,1.09,-0.6,1.12,-0.29,1.87,-1.16,0.29,0.37,-0.87,-0.56,0.17
19920206,-0.06,0.05,1.04,0.69,0.83,-0.7,-0.43,0.6,1.59,1.12,-0.56,2.19,0.09,-0.11,0.92
19920207,-1.47,-1.85,-0.48,0.16,0.2,0.13,-0.46,-0.45,1.92,-1.96,-0.11,1.83,1.01,-0.28,-1.97
19920210,-1.31,0.4,0.45,0.79,1.21,1.46,0.68,-0.91,1.76,1.04,0.37,0.94,1.36,0.51,1.54
19920211,0.14,-0.25,0.08,-0.17,1.89,1.12,0.29,-0.26,-0.89,0.45,-0.18,-2.25,-0.25,0.52,0.72
19920212,1.61,0.96,0.89,0.53,0.86,1.32,0.69,0.27,-0.54,2.51,0.63,1.44,0.91,0.38,0.85
19920213,-1.15,-1.32,0,0.43,-2.46,-0.47,0.01,-0.64,1.14,-2.04,-0.37,-0.32,-0.74,-0.56,1.3
19920214,-0.58,-0.2,0.67,-0.38,0.66,1.94,0.6,-0.33,5.02,-2.66,0.31,-0.06,-0.32,-0.11,3.68
19920218,-1.56,-1.91,-1.3,-1.14,-0.2,1.09,0.59,0.19,-0.91,0.97,-0.07,-0.02,-2.21,-0.22,-0.54
19920219,-2.01,0.07,0.31,-0.71,0.17,0.91,0.01,-0.88,0.31,0.94,-0.04,-0.08,-0.67,-0.34,1.78
19920220,0.46,1.43,1.55,1.43,2.34,0.93,0.72,1.01,0.76,0.37,1.22,1.1,0.5,0.53,1.82
19920221,-1.58,-0.5,0.04,-1.25,0.22,-1.19,-1.16,0.36,-1.29,-1.4,1.44,-2.01,-0.51,-0.87,-1.46
19920224,-0.73,0.48,-0.39,0.19,-0.47,0.52,-0.87,-0.34,-2.33,-0.78,-0.17,-1.86,0.17,-0.43,-0.82
19920225,2.09,0.36,-0.63,-0.05,-0.57,-1.47,-2.02,-1.08,-6.94,-0.41,-0.59,0.24,0.02,0.34,-2.47
19920226,0.77,1.15,-0.1,0.47,-0.02,0.77,1.14,-0.14,-2.54,-1.07,-0.03,1.05,0.71,0.55,0.91
19920227,0.9,-1.02,-0.11,0.37,-0.13,0.32,0.07,-0.27,0.64,1.96,1.38,0.93,-0.12,0.04,-1.33
19920228,-0.2,0.3,-0.3,0.23,0.15,-0.26,0.29,0.23,0.28,-0.82,0.24,-0.12,-0.41,-0.16,2.56
19920302,2.26,-0.47,0.09,-0.59,0.24,0.4,-1.83,1.1,-0.44,-0.75,-0.35,-0.53,-1.16,-0.1,0.44
19920303,0.35,-0.47,0.58,-0.72,1.39,1.65,1.61,1.57,0.2,-0.67,0.84,-1.47,0.23,-0.19,0.21
19920304,-0.3,-1.07,-0.64,-0.43,-0.01,-0.6,-1.53,-0.45,0.92,-0.09,0.55,-1.06,-0.95,-0.44,-0.56
19920305,-1.97,-0.63,-0.86,-0.84,-0.77,-1.29,-2.92,-1.17,0.41,0.69,-0.54,-0.15,-0.2,-0.52,-1.04
19920306,-0.94,0.29,-0.72,0.29,-0.61,-1.25,0.55,-0.53,-0.14,-1.73,-0.49,-0.45,0.14,-0.14,-1.13
19920309,1.02,0.55,-0.59,-1.36,-0.7,-1.04,-0.5,-1,-0.82,-1.34,0.04,0.51,-0.2,0.69,0.83
19920310,0.13,0.79,0.45,1.26,0.34,-0.14,0.18,1.06,-0.71,0.35,-0.22,-0.5,0.09,0.43,0.47
19920311,-0.12,-0.74,-0.4,-0.16,-0.54,-0.57,-0.38,-1.19,-1.12,-0.21,-0.77,-0.84,-0.25,-0.46,-0.48
19920312,-0.02,0.22,-0.22,-0.48,0.02,-0.98,-1.3,-0.55,0.09,-3.64,-0.95,-0.36,1.15,-0.17,0.68
19920313,1.53,0.22,0.63,0.23,1.66,1.47,-0.49,0.29,-0.8,-0.86,1.09,0.31,1.37,0.1,-0.42
19920316,0.72,0.18,0.11,0.2,0.51,1.02,-0.2,0.33,1.43,-1.76,0.14,-0.47,-0.52,0.35,1.26
19920317,0.84,0.67,1.48,0.52,0.87,1.27,4.15,0.39,0.82,-1.62,-0.41,1.42,-0.39,0.24,1.27
19920318,-1.86,-0.31,0.16,1.05,0.26,-0.09,-0.06,0.7,0.2,-1.62,0.84,-0.12,-0.82,0.13,1.24
19920319,-0.4,-0.47,0.73,1.23,0.76,0.7,1.06,-0.4,1.91,1.26,0.55,0.88,-0.17,-0.19,1.54
19920320,-0.76,-0.14,0.56,0.17,0.55,-0.02,0.38,0.99,2.18,-0.92,-0.27,0.5,-0.66,0.23,1.11
19920323,1.06,-0.59,0.84,-0.28,0.7,-0.23,-0.45,-0.39,0.18,0.01,0.53,-1.01,0.59,-0.32,-0.54
19920324,-0.33,-0.31,0.16,0.18,0.28,0.12,-1.48,-0.39,-2.59,-0.55,0.23,-0.85,-0.34,0.02,-1.8
19920325,0.61,0.12,-0.62,-0.02,-0.01,0.31,-0.05,0.16,-0.4,-0.46,-0.41,-0.65,-0.45,-0.41,0.11
19920326,-0.44,0.13,0.08,0.41,-0.12,0.08,-0.13,0.48,0.16,-0.71,0.16,-0.85,0.89,0.06,0.76
19920327,-1.9,-0.96,-0.62,-0.51,-0.75,-1.71,-1.56,-1.41,-0.76,0.06,-0.72,-0.9,-0.7,-0.25,-2.45
19920330,-0.79,-0.15,-0.43,-0.2,-0.49,-0.53,0.68,0.19,-1.06,-0.32,-0.41,1.2,-0.33,0.18,0.42
19920331,-1.43,0.22,0.01,-0.31,0.25,0.19,-0.43,-0.57,0.21,1.67,0.35,0.44,-0.02,0.25,-0.37
19920401,-0.27,0.63,-0.76,-0.22,0.18,-0.26,-1.22,1.15,1.13,0.56,0.23,0.41,0.15,-0.08,0.88
19920402,-0.69,-0.52,-0.67,-0.39,-0.55,-0.58,0.29,0.51,1.68,-0.85,0.49,-1.16,-1.15,-0.54,-0.72
19920403,-1.29,0.54,-0.36,-0.11,-0.92,-1.37,-0.34,-0.47,-1.08,0.48,-0.47,0.37,2.86,0.1,-0.27
19920406,1.34,0.57,1.47,-0.38,0.34,0.55,-0.93,-0.07,-0.23,-0.52,0.19,0.15,3.4,-0.08,0.98
19920407,-1.12,-2.04,-2.09,-2.65,-1.05,-1.47,-0.67,-1.24,-3.82,-2.73,-1.27,-1.43,-2.11,-0.41,0.05
19920408,-1.11,-1.17,-0.65,-1.3,-1.56,-1.96,-1.89,-2.04,-2.1,-2.52,-1.24,-0.48,-0.38,-0.55,-1.27
19920409,0.05,0.8,1.16,1.69,2.94,1,4.95,0.58,3.25,3.94,-0.12,0.82,-0.07,0.87,0.87
19920410,-0.16,1.19,1.18,1.87,1.8,1.6,1.03,2.6,1.67,1.65,0.66,-0.28,0.59,0.64,1.81
19920413,-0.49,0.77,0.13,0.76,0.57,2.83,-2.01,0.8,-0.76,-0.48,0.66,-2.09,-0.26,0.3,1.08
19920414,1.26,1.09,1.5,0.26,0.65,-0.03,-0.16,1.3,2.22,-0.06,1.03,0.92,1.29,0.62,1.93
19920415,1.53,0,1.97,0.98,1.04,2.51,0.74,1.45,2.3,-3.97,0.71,-1.59,0.99,0.86,1.02
19920416,-0.82,-0.81,0.71,0.89,-0.62,0.45,-0.81,1.11,3.91,-0.7,1.43,0.38,0.57,0.56,2.77
19920420,-1.39,-1.99,-0.74,-1.16,-2.34,-0.6,-0.84,-1.07,0.06,-1.08,-0.75,-2.01,-1.22,-0.58,1.28
19920421,2,-0.72,0.81,-1.21,1.25,-1.21,-1.63,0.12,-0.34,3.71,-0.48,-0.91,0.15,-0.1,-0.35
19920422,-0.07,-0.43,-0.52,-1.23,-0.48,-0.8,-0.76,-0.92,2.84,-1.51,-1.15,0.75,-1.42,-0.16,-0.61
19920423,-0.32,0.91,1.23,1.41,0.29,1.18,1.92,-0.11,-0.39,0.26,0.49,0.36,1.39,0.11,1.35
19920424,-1.3,-1.13,-0.66,-0.3,0.49,0.18,-2.88,-1.14,0.38,-0.49,-0.14,-0.25,1,-0.03,-3.2
19920427,-0.81,0.43,-0.52,0.99,-0.47,-1.3,-1.24,-0.03,1.46,-0.72,0.42,1.4,0.7,-0.1,0.46
19920428,-1.61,0.41,0.54,-0.51,-1.58,0.66,-2.67,-0.21,0.3,-0.48,-1,-0.16,1.03,0.36,0.18
19920429,0.69,0.19,1.35,0.34,0.48,0.72,-0.04,-0.1,1.96,-1.67,-0.4,-1.2,-0.21,0.32,3.19
19920430,0.58,0.08,1.15,1,0.99,1.73,1.15,-0.01,1.83,3.62,2.22,0.5,2,0.58,-0.63
19920501,-0.23,-0.49,-0.47,-0.47,-0.74,-0.59,-0.16,0.07,-4.35,3.32,1.08,0.42,-0.73,-0.07,-1.44
19920504,1,1.32,0.49,1.34,0.07,0.27,1.55,0.13,-0.43,-1.05,-1,0.42,0.93,0.78,0.65
19920505,1.03,0.18,-0.44,-0.48,-0.08,-0.02,-0.05,-1.12,0.69,4.11,-0.91,2.98,-0.15,0.86,0.03
19920506,0.7,-0.23,0.1,-0.19,0.1,0.02,0.16,0.95,-0.02,0.36,0.07,-1.59,-0.5,0.03,0.56
19920507,-0.16,-0.26,-0.31,-0.55,0.03,0.59,1.11,0.38,1.05,-1.71,0.1,-1.34,0.04,-0.19,-0.96
19920508,-0.56,-0.43,-0.67,-0.18,0.21,-0.26,-1.44,-0.07,-0.75,0.84,0.71,-1.93,0.03,0.22,-0.26
19920511,0.44,0.75,0.65,0.04,0.28,1.24,0.01,0.2,-0.53,-0.65,0.4,0.22,0.68,0.42,-0.39
19920512,-0.48,-0.39,-0.87,0.48,-0.75,-0.31,-0.81,0.05,0.17,-0.64,-0.13,0.66,-0.98,-0.02,0.72
19920513,0.32,-0.43,0.61,-0.44,-0.12,0.31,0.54,-0.48,-1.07,0.64,0.02,0.33,0.16,0.24,-0.06
19920514,-1.05,-0.65,-0.39,-0.72,-1.19,-0.59,-2.07,-1.2,0.68,5.79,1.96,0.36,0.27,-0.47,-1.5
19920515,0.88,-0.89,-0.67,-0.57,0.63,-0.81,-0.93,-0.51,-0.37,-0.35,-0.88,-0.66,-0.7,-0.18,-0.64
19920518,1.19,0.35,-0.2,-0.04,-1.15,1.09,0.29,-0.13,-0.49,0.08,1.02,0.16,1.21,0.35,1.08
19920519,0.86,0.55,0.9,0.83,0.48,0.64,0.33,0.66,-2.04,0.72,0,-0.78,0.42,0.75,0.34
19920520,1.19,0.79,0.36,-0.3,0.19,-0.39,-0.7,0.06,-0.02,0.53,1.23,0.2,-0.83,0.05,-0.4
19920521,-1.15,-0.85,-0.68,-0.87,-0.48,-0.82,-0.79,-0.62,-1.95,-0.77,-0.57,-0.59,0.76,-0.72,-0.65
19920522,-1.15,-0.31,-0.13,0.15,-0.28,0.31,0.68,-0.28,-2.47,1.14,0.09,-0.76,1.3,0.16,0.3
19920526,-1.52,-1.57,-0.11,-1.82,-1.19,-0.3,-1.44,-1.47,-1.53,0.91,0.05,0.79,4.86,-0.14,-1.95
19920527,-0.46,0.77,-0.41,0.5,-0.22,-0.05,1.05,0.79,3.4,-0.03,1.33,2.41,-2.45,0.22,1.6
19920528,1.3,2.53,1.05,0.62,0.87,0.78,-5.61,0.41,2.92,-1.27,-0.26,-1.02,0.46,0.54,0.54
19920529,1.06,0.13,0.33,-0.3,1.39,-0.12,1.53,0.23,-0.34,-1.21,-0.3,-0.47,-1.37,-0.28,0.65
19920601,2.62,-0.01,0.11,-0.49,-0.75,1.19,-0.11,-0.16,-0.34,2.1,0.88,-0.58,0.46,-0.01,3.34
19920602,0.22,-0.43,0.4,-0.21,-0.45,0.65,0.51,0,0.27,0.45,-0.25,-0.87,-0.53,-0.35,-0.8
19920603,-0.56,-0.1,-0.62,-0.07,-0.24,1.02,-0.11,0.34,-1.45,-0.17,-0.07,0.23,1.25,0.15,1.72
19920604,0.56,-0.92,-0.66,-1.44,0.22,1.28,-1.4,0.81,0.17,-0.63,1.71,-0.24,0.23,-0.31,2.44
19920605,-2.03,-0.97,0.09,-2,0,0.82,-1.27,0.33,-0.89,0.3,0.92,0.53,0.06,0.14,-0.08
19920608,-0.26,1.07,-0.13,0.59,0.65,0.64,-0.44,0.63,0.08,1.62,0.03,-0.35,-0.14,0.31,-0.14
19920609,-0.84,-1.39,-0.57,-1.72,-1.7,-0.79,-0.79,-0.98,-0.96,1.56,0.42,-1.13,0.21,-0.09,-0.96
19920610,-0.67,-1.49,-1.01,-0.75,-1.57,-0.45,-1.1,-1.21,0.64,-0.6,0,0.38,0.08,-0.07,-0.34
19920611,-0.26,0.11,0.17,0.11,-1.38,-0.34,0.99,0.61,-3.43,2.5,-0.72,-0.57,0.46,0.29,-0.83
19920612,0.6,1.14,0.35,1.47,1.05,0.36,1.81,-0.47,-4.79,1.41,0.61,1.04,-1.58,0.47,0.43
19920615,-1.23,-0.39,-0.25,-0.52,-0.69,-0.12,0.25,-0.55,0.04,2.59,1.04,0.11,0.23,0.44,0.3
19920616,-0.42,-1.35,-0.45,-0.42,-0.7,-0.33,-2.37,-0.18,1.24,-2.37,0.46,-0.92,-0.51,0.17,0.55
19920617,-1.81,-0.36,-1.44,-1.08,-2.75,-0.41,-2.08,-0.37,-0.76,-1.95,-1.51,-1.68,-0.42,-0.62,-3.93
19920618,-0.21,0.66,-1.58,-0.67,-0.61,-2.1,0.08,-2.06,-3.36,1.16,-0.3,-1.48,-1.16,-0.22,1.12
19920619,-0.02,1.17,0.14,0.37,-0.26,-0.2,0.98,0.01,2.56,-0.36,0.65,-0.45,0.56,0.33,1.26
19920622,0.68,0.75,-1.05,-0.78,-1.59,-0.86,-0.66,-0.56,-0.65,2.69,-1.24,-1.16,-1.21,-0.09,-0.81
19920623,0.32,0.85,0.75,1.34,1.92,0.21,-0.85,-0.17,0.26,-0.3,0.2,1.11,-0.91,-0.07,0.57
19920624,0.37,0.37,0.08,-1.45,-0.13,0.46,0.65,-1.03,0.04,-1.49,-0.08,1.17,0.51,-0.04,0.44
19920625,0.32,-0.04,0.44,-0.07,-0.33,-0.4,-1.79,-0.49,1.62,-0.15,1.26,-0.76,-0.95,-0.2,-1.3
19920626,-0.21,0.34,-0.16,-0.16,-0.38,-0.54,0.52,-0.17,-0.85,-1.57,-0.43,0.02,-0.49,-0.12,-0.79
19920629,2.09,0.42,0.47,0.86,0.59,1.62,1,0.25,2.1,1.39,2.6,-1.88,1.35,0.26,1.99
19920630,1.63,0.67,0.19,0.81,1.59,0.28,1.54,0.63,0.15,1.61,0.2,-2.64,-0.93,0.19,0.38
19920701,-0.48,1.57,1.13,0.11,1.82,1.32,1.33,1.35,0.87,1.56,-0.13,0.96,-0.08,0.53,-0.67
19920702,-0.08,0.95,-1.27,-0.46,-0.55,-1.1,-2.64,-0.17,-1.58,1.6,-1.21,2.06,0.36,0.61,-3.61
19920706,-1.23,1.25,-0.43,-0.81,-0.78,-0.92,-0.78,-0.07,0.16,1.61,0.17,0.57,0.82,0.61,-1
19920707,-1.27,-0.8,-1.76,-0.09,-0.25,-2.21,-2.45,-0.94,-1.38,-1.44,-1.56,-2.22,-0.61,0.66,-0.09
19920708,0.21,0.27,-0.29,-1.24,-0.7,-0.19,0.66,-1.06,0.79,-0.08,-0.36,0.22,0.31,0.47,-0.67
19920709,-1.11,1.29,1.36,2.05,1.05,1.89,2.96,0.12,0.8,-0.66,0.96,1.52,0.11,0.23,2.23
19920710,0.99,-0.03,-0.16,1.4,0.78,-0.98,1.7,-0.13,-2.22,-0.09,-1.67,0.14,0.17,0.15,0.17
19920713,1.13,-0.04,0.16,0.36,0.19,-0.06,-0.27,0.93,1.33,0.18,0.61,0.99,0.28,0.23,1.29
19920714,1.73,0.26,0.99,0.16,1.98,0.7,-0.27,-0.38,-2.92,2.07,0.54,2.78,2.31,0.57,0.32
19920715,-1.06,-0.02,-0.6,-0.34,-0.32,-0.63,-0.72,0.86,2.38,2.19,-0.85,0.25,-0.92,0.2,-0.47
19920716,-0.24,0.18,0.92,0.32,0.18,0.19,3.26,1.11,1.22,-0.49,0.99,0.39,0.42,0.08,-0.4
19920717,0.17,-0.16,-0.76,-0.14,0,0.05,0.66,-0.71,-0.12,1.89,-1.04,-0.63,-0.76,-0.22,-1.45
19920720,0.07,-0.69,-0.23,0.23,-0.46,-2.1,0.49,-0.28,-0.41,-0.59,-0.74,-0.96,-0.07,-0.37,-0.21
19920721,0.59,0.21,0.08,0.58,1.36,0.69,-0.05,0.57,-1.44,-2.47,0.18,-1.98,-0.26,-0.15,-1.03
19920722,-3.39,-1,-0.7,-0.34,-1,-0.81,-0.2,-0.78,-1.87,-0.34,-0.45,0.01,-0.07,0.03,-1.98
19920723,0.65,-0.05,0.26,0.28,-0.04,0.45,1.25,0.54,-1.77,0.1,-0.01,0.91,0.96,0.04,0.95
19920724,1.31,-0.03,0.24,-0.67,0.29,0.49,-0.7,0.55,-2.18,-1.06,-1.2,-0.16,0.04,0.4,0.32
19920727,1.06,-0.31,0.13,0.61,0.08,0.01,0.09,-0.49,0.88,-1.68,1.62,-0.04,-0.84,0.31,0.92
19920728,2.71,1.4,1.23,0.69,0.82,1.39,1,0.36,-1.06,0.8,0.79,-0.01,0.87,0.96,3.5
19920729,-0.79,0.8,2.54,1.33,1.14,2.19,3.69,1.36,1.61,-0.98,0.77,0.51,0.73,0.65,-0.29
19920730,-0.39,0.19,0.35,0.23,0.31,-0.08,0.25,0.48,0.66,-1.21,-0.69,0.39,1.37,0.27,0.81
19920731,-0.68,0.32,1.04,0.37,1.12,-0.28,0.35,0.04,0.38,0.89,-0.17,0.68,0.12,0.29,0.67
19920803,-0.15,0.3,-0.32,-0.29,0.94,0.01,1.85,0.26,2.67,-3.25,0.32,0.94,0.62,0.13,-0.51
19920804,1.02,0.39,0.01,-0.1,0.38,-0.68,-1.46,0.05,-0.22,0.97,0.76,1.1,0.6,-0.17,-1.77
19920805,-0.66,-0.02,-0.17,-0.28,-0.31,-0.44,-0.04,-0.48,-0.44,-0.69,-0.83,-0.23,-1.1,-0.66,-1.47
19920806,0.03,0.17,-0.18,0.06,-0.89,-0.38,-1.13,-0.16,-1.12,2.8,-0.31,-0.09,-0.5,-0.41,-3.07
19920807,-0.01,-0.24,-0.59,-0.55,-0.3,-1.04,1,-0.24,-2.26,-0.16,-0.43,-0.35,0.27,0.07,-0.92
19920810,-0.21,0.54,-0.07,-0.3,0.36,-0.74,0.34,-0.31,-0.16,-1.23,-0.07,-0.5,0.78,0.08,1.08
19920811,-0.11,-0.26,-0.18,-0.13,-0.04,-0.96,-0.01,-0.08,-2.34,-1.76,0.12,0.34,0.55,-0.02,0.16
19920812,0.55,-0.33,-0.85,-0.44,-0.38,-1.44,-0.36,0.09,0.16,-6.65,-2.2,-0.86,-0.32,0.04,-1.02
19920813,0.66,-0.02,-0.55,-0.35,-0.35,-1.33,0.46,-1.06,0.71,-2.7,-0.85,1.02,1.05,0.11,-0.65
19920814,-0.55,0.39,0.81,0.53,0.5,1.33,-0.02,0.61,2.92,2.07,0.76,-0.13,-0.26,0.09,0.83
19920817,-0.79,0.37,0.03,-0.43,0.47,0.08,-0.16,0.3,-1.43,-0.06,0.79,0.45,-0.56,0.03,0.83
19920818,-0.77,0.46,-0.01,0.31,-0.02,0.23,0.24,-0.17,-0.86,-1.29,0.55,0.27,0.71,0.44,-0.25
19920819,-0.06,-0.43,-0.34,-0.68,-0.94,-0.2,0.15,-0.91,-1.86,1.5,0.51,-0.37,0.27,0.04,-1.05
19920820,-0.55,0.24,-0.47,-0.12,-0.43,-0.84,-0.15,0.03,-1.04,-1.86,-0.3,-0.03,-0.02,0.17,-1.04
19920821,-1.41,-0.36,-1.04,-0.48,-0.68,-2.71,-0.4,-1.09,-1.53,1.4,-0.08,-1.86,-1.71,0.13,-1.04
19920824,0.95,-0.79,-1.45,-0.66,-1.49,-2.02,-1.33,-1.03,-1.38,2.49,-1.23,-2.56,0.41,-0.88,-3.41
19920825,-0.48,-0.15,-0.38,-0.48,-0.96,0.7,-0.81,-0.98,0.59,-1.1,0.03,-1.14,0.07,-0.06,0.41
19920826,0.25,0.71,0.51,-0.39,1.41,0.35,0.94,0.32,1.39,-1.11,0.14,-0.16,0.18,0.19,0.69
19920827,-0.33,0.3,0.08,0.61,1.55,0.65,0.29,0.83,0.24,1.38,-0.28,0.61,-0.44,0.15,-0.21
19920828,2.1,0.6,0.85,0.19,-0.15,0.76,-0.11,0.01,1.4,2.37,-0.15,1.07,1.47,0.24,-0.99
19920831,0.91,0.22,-0.56,-0.01,-0.07,-0.82,-0.43,-0.57,0.74,1.32,-0.07,1.37,0.53,-0.18,1.91
19920901,-0.02,0.53,0.22,1.03,-0.28,-0.01,1.31,0.47,0.28,-0.32,0.34,2.75,-0.39,0.17,-0.57
19920902,-0.74,1.06,0.82,1.12,0.14,1.39,0.42,0.57,-0.04,-2.41,-0.38,1.41,0.06,-0.08,0.25
19920903,0.64,0.75,0.48,0.95,0.75,-0.05,0.43,0.08,1.57,0.98,1.79,1.04,-1.33,-0.12,1.1
19920904,0.74,0.06,-0.68,-0.41,-0.59,-0.39,-0.54,0.04,-1.51,-0.25,-0.57,2.12,0.15,0.22,0.39
19920908,-0.51,-0.04,-0.64,-1.38,-0.34,-0.83,-1.78,-1.07,-1.65,-0.21,0.09,-1.39,-0.25,-0.15,-1.75
19920909,0.35,0.35,0.15,0.43,-0.44,0.41,1.04,-0.41,1.55,-0.72,0.26,0.48,0.27,0.2,0.72
19920910,0.45,0.7,0.3,1.95,0.47,1.68,1,0.61,-0.23,0.81,0.57,3.29,0.88,0.23,1.07
19920911,1.55,0.07,-0.23,-0.1,0.88,-0.25,-0.76,0,5.82,-1.67,0.01,0.11,-0.36,-0.22,-0.82
19920914,1.8,0.74,2.85,2.15,1.64,2.66,3.57,2.28,-0.19,2.68,0.66,-1.95,0.09,-0.06,4.04
19920915,-0.44,-1.25,-1.27,-1.51,-0.51,-1.77,-2.71,-1.36,-0.09,1.65,-0.76,0.18,-0.32,-0.7,-2.15
19920916,-0.52,0.43,-1.03,0.25,-0.37,0.04,-1.3,-0.93,-2.61,4.41,0.41,1.89,1.2,0.06,-1.14
19920917,0.39,0.17,0.28,0.45,0.56,-0.52,0.28,-0.97,-0.15,-2.7,-1.45,-1.14,-0.04,-0.21,0.11
19920918,-0.8,0.44,0.84,1.75,0.46,0.47,-1.85,-0.86,-0.46,0.34,0.74,0.68,0.65,0.48,1.83
19920921,0.3,-0.2,-0.37,-1.1,-0.09,-0.48,-5.24,-0.15,-0.02,-1.83,0.14,0.69,0.28,0.12,0.45
19920922,-1.48,-0.96,-0.74,-0.65,0.04,-1.78,0.96,-1.23,-2.1,0.93,-1.31,-0.35,-0.68,-0.56,-2.96
19920923,-1.4,-0.47,-0.3,-0.25,-0.06,-0.76,0.91,-0.13,-0.52,0.4,0.2,0.93,0.56,-0.18,-1.55
19920924,-1.75,0.92,0.06,0.2,0,0.41,0.73,0.85,-0.22,0.04,0.9,-0.32,-0.23,0.52,0.99
19920925,-0.87,-0.75,-0.92,-0.9,-0.86,-1.2,-1.69,-1.01,1.45,-0.04,0.49,-0.32,-0.84,0.11,-3.1
19920928,2.61,0.12,0.88,0.94,0.8,0.45,-0.01,0.2,-0.89,-0.64,-0.76,0.14,1.17,0.51,0.15
19920929,-3.75,0.27,-0.03,-0.33,0.02,-0.55,1.22,-0.01,-1.68,-0.28,0.43,1.61,-0.61,0.15,0.56
19920930,0.16,-0.1,-0.53,-0.03,0.11,0.67,-0.43,0.9,0.01,-2.28,0.19,0.71,-0.14,0.35,0.88
19921001,-0.55,0.17,-0.57,0.06,0.3,-1.43,-1.54,-0.12,-0.2,-1.34,-2.07,-1.2,-0.19,-0.28,-1.27
19921002,0.8,-1.05,-1.4,-0.6,-1.06,-2.21,-0.39,-1.21,-1.05,0.31,-2.55,-1.46,-0.9,-0.64,-1.92
